	entrez	genesymbol	pathway	pathway desc	NCBI protein	uniprot
27273	2977	GUCY1A2	path:hsa04970	Salivary secretion	NP_000846	P33402
27274	2982	GUCY1A3	path:hsa04970	Salivary secretion	NP_000847	Q02108
27275	2983	GUCY1B3	path:hsa04970	Salivary secretion	NP_000848	Q02153
27276	3346	HTN1	path:hsa04970	Salivary secretion	NP_002150	P15515
27277	3347	HTN3	path:hsa04970	Salivary secretion	NP_000191	P15516
27278	362	AQP5	path:hsa04970	Salivary secretion	NP_001642	P55064
27279	3708	ITPR1	path:hsa04970	Salivary secretion	NP_001093422	B4DER3
27280	3709	ITPR2	path:hsa04970	Salivary secretion	NP_002214	Q14571
27281	3710	ITPR3	path:hsa04970	Salivary secretion	NP_002215	A6H8K3
27282	3778	KCNMA1	path:hsa04970	Salivary secretion	NP_001014797	Q12791
27283	3783	KCNN4	path:hsa04970	Salivary secretion	NP_002241	O15554
27284	4025	LPO	path:hsa04970	Salivary secretion	NP_001153574	P22079
27285	4069	LYZ	path:hsa04970	Salivary secretion	NP_000230	B2R4C5
27286	4589	MUC7	path:hsa04970	Salivary secretion	NP_001138478	Q8TAX7
27287	476	ATP1A1	path:hsa04970	Salivary secretion	NP_000692	P05023
27288	477	ATP1A2	path:hsa04970	Salivary secretion	NP_000693	P50993
27289	478	ATP1A3	path:hsa04970	Salivary secretion	NP_001243142	P13637
27290	480	ATP1A4	path:hsa04970	Salivary secretion	NP_001001734	Q13733
27291	481	ATP1B1	path:hsa04970	Salivary secretion	NP_001668	A3KLL5
27292	482	ATP1B2	path:hsa04970	Salivary secretion	NP_001290192	P14415
27293	483	ATP1B3	path:hsa04970	Salivary secretion	NP_001670	P54709
27294	4842	NOS1	path:hsa04970	Salivary secretion	NP_000611	A0PJJ7
27295	486	FXYD2	path:hsa04970	Salivary secretion	NP_001671	P54710
27296	490	ATP2B1	path:hsa04970	Salivary secretion	NP_001001323	P20020
27297	491	ATP2B2	path:hsa04970	Salivary secretion	NP_001001331	A0A024R2K6
27298	492	ATP2B3	path:hsa04970	Salivary secretion	NP_001001344	Q16720
27299	493	ATP2B4	path:hsa04970	Salivary secretion	NP_001001396	P23634
27300	51806	CALML5	path:hsa04970	Salivary secretion	NP_059118	Q53H37
27301	5330	PLCB2	path:hsa04970	Salivary secretion	NP_001271226	Q00722
27302	5331	PLCB3	path:hsa04970	Salivary secretion	NP_000923	Q01970
27303	5332	PLCB4	path:hsa04970	Salivary secretion	NP_000924	Q15147
27304	54831	BEST2	path:hsa04970	Salivary secretion	NP_060152	Q8NFU1
27305	5542	PRB1	path:hsa04970	Salivary secretion	NP_005030	P04280
27306	55503	TRPV6	path:hsa04970	Salivary secretion	NP_061116	Q9H1D0
27307	5554	PRH1	path:hsa04970	Salivary secretion	NP_001278243	A0A087WV42
27308	5555	PRH2	path:hsa04970	Salivary secretion	NP_001103683	P02810
27309	5566	PRKACA	path:hsa04970	Salivary secretion	NP_001291278	P17612
27310	5567	PRKACB	path:hsa04970	Salivary secretion	NP_001229786	P22694
27311	5568	PRKACG	path:hsa04970	Salivary secretion	NP_002723	P22612
27312	5578	PRKCA	path:hsa04970	Salivary secretion	NP_002728	P17252
27313	5579	PRKCB	path:hsa04970	Salivary secretion	NP_002729	P05771
27314	5582	PRKCG	path:hsa04970	Salivary secretion	NP_002730	P05129
27315	5592	PRKG1	path:hsa04970	Salivary secretion	NP_001091982	Q13976
27316	5593	PRKG2	path:hsa04970	Salivary secretion	NP_001269409	B7ZA25
27317	6263	RYR3	path:hsa04970	Salivary secretion	NP_001027	Q15413
27318	6522	SLC4A2	path:hsa04970	Salivary secretion	NP_001186621	P04920
27320	6548	SLC9A1	path:hsa04970	Salivary secretion	NP_003038	B2RAH2
27321	6558	SLC12A2	path:hsa04970	Salivary secretion	NP_001037	P55011
27322	6779	STATH	path:hsa04970	Salivary secretion	NP_001009181	P02808
27323	683	BST1	path:hsa04970	Salivary secretion	NP_004325	Q10588
27324	6844	VAMP2	path:hsa04970	Salivary secretion	NP_055047	P63027
27325	727897	MUC5B	path:hsa04970	Salivary secretion	NP_002449	Q9HC84
27326	801	CALM1	path:hsa04970	Salivary secretion	NP_008819	B4DJ51
27327	805	CALM2	path:hsa04970	Salivary secretion	NP_001292553	P62158
27328	808	CALM3	path:hsa04970	Salivary secretion	NP_005175	B4DJ51
27329	810	CALML3	path:hsa04970	Salivary secretion	NP_005176	P27482
27330	820	CAMP	path:hsa04970	Salivary secretion	NP_004336	J3KNB4
27331	952	CD38	path:hsa04970	Salivary secretion	NP_001766	P28907
27351	107	ADCY1	path:hsa04971	Gastric acid secretion	NP_001268697	C9J1J0
27352	108	ADCY2	path:hsa04971	Gastric acid secretion	NP_065433	Q08462
27353	1080	CFTR	path:hsa04971	Gastric acid secretion	NP_000483	A0A024R730
27354	109	ADCY3	path:hsa04971	Gastric acid secretion	NP_004027	O60266
27355	111	ADCY5	path:hsa04971	Gastric acid secretion	NP_001186571	O95622
27356	112	ADCY6	path:hsa04971	Gastric acid secretion	NP_056085	O43306
27357	113	ADCY7	path:hsa04971	Gastric acid secretion	NP_001105	P51828
27358	1131	CHRM3	path:hsa04971	Gastric acid secretion	NP_000731	A0A024R3S2
27359	114	ADCY8	path:hsa04971	Gastric acid secretion	NP_001106	P40145
27360	115	ADCY9	path:hsa04971	Gastric acid secretion	NP_001107	O60503
27361	115111	SLC26A7	path:hsa04971	Gastric acid secretion	NP_001269285	Q8TE54
27362	163688	CALML6	path:hsa04971	Gastric acid secretion	NP_619650	Q8TD86
27363	196883	ADCY4	path:hsa04971	Gastric acid secretion	NP_001185497	Q8NFM4
27364	23236	PLCB1	path:hsa04971	Gastric acid secretion	NP_056007	Q9NQ66
27365	23439	ATP1B4	path:hsa04971	Gastric acid secretion	NP_001135919	Q9UN42
27366	2520	GAST	path:hsa04971	Gastric acid secretion	NP_000796	A0A0E3VY36
27367	2770	GNAI1	path:hsa04971	Gastric acid secretion	NP_001243343	P63096
27368	2771	GNAI2	path:hsa04971	Gastric acid secretion	NP_001159897	B3KP24
27369	2773	GNAI3	path:hsa04971	Gastric acid secretion	NP_006487	P08754
27370	2776	GNAQ	path:hsa04971	Gastric acid secretion	NP_002063	A0A024R240
27371	125	ADH1B	path:hsa00350	Tyrosine metabolism	NP_000659	V9HW50
27372	3274	HRH2	path:hsa04971	Gastric acid secretion	NP_001124527	P25021
27373	340156	MYLK4	path:hsa04971	Gastric acid secretion	NP_001012418	Q86YV6
27374	3708	ITPR1	path:hsa04971	Gastric acid secretion	NP_001093422	B4DER3
27375	3709	ITPR2	path:hsa04971	Gastric acid secretion	NP_002214	Q14571
27376	3710	ITPR3	path:hsa04971	Gastric acid secretion	NP_002215	A6H8K3
27377	3758	KCNJ1	path:hsa04971	Gastric acid secretion	NP_000211	A8K432
27378	3759	KCNJ2	path:hsa04971	Gastric acid secretion	NP_000882	P63252
27379	3766	KCNJ10	path:hsa04971	Gastric acid secretion	NP_002232	P78508
27380	3772	KCNJ15	path:hsa04971	Gastric acid secretion	NP_001263364	Q99712
27381	3773	KCNJ16	path:hsa04971	Gastric acid secretion	NP_001257351	Q9NPI9
27382	3776	KCNK2	path:hsa04971	Gastric acid secretion	NP_001017424	O95069
27383	3784	KCNQ1	path:hsa04971	Gastric acid secretion	NP_000209	P51787
27384	389015	SLC9A4	path:hsa04971	Gastric acid secretion	NP_001011552	Q6AI14
27385	4638	MYLK	path:hsa04971	Gastric acid secretion	NP_444253	Q15746
27386	476	ATP1A1	path:hsa04971	Gastric acid secretion	NP_000692	P05023
27387	477	ATP1A2	path:hsa04971	Gastric acid secretion	NP_000693	P50993
27388	478	ATP1A3	path:hsa04971	Gastric acid secretion	NP_001243142	P13637
27389	480	ATP1A4	path:hsa04971	Gastric acid secretion	NP_001001734	Q13733
27390	481	ATP1B1	path:hsa04971	Gastric acid secretion	NP_001668	A3KLL5
27391	127	ADH4	path:hsa00350	Tyrosine metabolism	NP_000661	V9HVX7
27392	483	ATP1B3	path:hsa04971	Gastric acid secretion	NP_001670	P54709
27393	495	ATP4A	path:hsa04971	Gastric acid secretion	NP_000695	P20648
27394	496	ATP4B	path:hsa04971	Gastric acid secretion	NP_000696	P51164
27395	51806	CALML5	path:hsa04971	Gastric acid secretion	NP_059118	Q53H37
27396	5330	PLCB2	path:hsa04971	Gastric acid secretion	NP_001271226	Q00722
27397	5331	PLCB3	path:hsa04971	Gastric acid secretion	NP_000923	Q01970
27398	5332	PLCB4	path:hsa04971	Gastric acid secretion	NP_000924	Q15147
27399	54207	KCNK10	path:hsa04971	Gastric acid secretion	NP_066984	P57789
27400	5566	PRKACA	path:hsa04971	Gastric acid secretion	NP_001291278	P17612
27401	128	ADH5	path:hsa00350	Tyrosine metabolism	NP_000662	Q6IRT1
27402	5568	PRKACG	path:hsa04971	Gastric acid secretion	NP_002723	P22612
27403	5578	PRKCA	path:hsa04971	Gastric acid secretion	NP_002728	P17252
27404	5579	PRKCB	path:hsa04971	Gastric acid secretion	NP_002729	P05771
27405	5582	PRKCG	path:hsa04971	Gastric acid secretion	NP_002730	P05129
27406	60	ACTB	path:hsa04971	Gastric acid secretion	NP_001092	P60709
27407	6522	SLC4A2	path:hsa04971	Gastric acid secretion	NP_001186621	P04920
27408	6548	SLC9A1	path:hsa04971	Gastric acid secretion	NP_003038	B2RAH2
27409	6750	SST	path:hsa04971	Gastric acid secretion	NP_001039	P61278
27410	6752	SSTR2	path:hsa04971	Gastric acid secretion	NP_001041	P30874
27411	130	ADH6	path:hsa00350	Tyrosine metabolism	NP_000663	Q8IUN7
27412	760	CA2	path:hsa04971	Gastric acid secretion	NP_000058	P00918
27413	801	CALM1	path:hsa04971	Gastric acid secretion	NP_008819	B4DJ51
27414	805	CALM2	path:hsa04971	Gastric acid secretion	NP_001292553	P62158
27415	808	CALM3	path:hsa04971	Gastric acid secretion	NP_005175	B4DJ51
27416	810	CALML3	path:hsa04971	Gastric acid secretion	NP_005176	P27482
27417	815	CAMK2A	path:hsa04971	Gastric acid secretion	NP_057065	A8K161
27418	816	CAMK2B	path:hsa04971	Gastric acid secretion	NP_001211	A4D2J9
27419	817	CAMK2D	path:hsa04971	Gastric acid secretion	NP_001212	A0A024RDK3
27420	818	CAMK2G	path:hsa04971	Gastric acid secretion	NP_001191421	A0A0A0MS52
27421	85366	MYLK2	path:hsa04971	Gastric acid secretion	NP_149109	Q9H1R3
27422	887	CCKBR	path:hsa04971	Gastric acid secretion	NP_795344	P32239
27423	91807	MYLK3	path:hsa04971	Gastric acid secretion	NP_001295230	Q32MK0
27424	9992	KCNE2	path:hsa04971	Gastric acid secretion	NP_751951	Q9Y6J6
27441	10136	CELA3A	path:hsa04972	Pancreatic secretion	NP_005738	P09093
27442	1056	CEL	path:hsa04972	Pancreatic secretion	NP_001798	B4DSX9
27443	107	ADCY1	path:hsa04972	Pancreatic secretion	NP_001268697	C9J1J0
27444	108	ADCY2	path:hsa04972	Pancreatic secretion	NP_065433	Q08462
27445	1080	CFTR	path:hsa04972	Pancreatic secretion	NP_000483	A0A024R730
27446	109	ADCY3	path:hsa04972	Pancreatic secretion	NP_004027	O60266
27447	111	ADCY5	path:hsa04972	Pancreatic secretion	NP_001186571	O95622
27448	112	ADCY6	path:hsa04972	Pancreatic secretion	NP_056085	O43306
27449	113	ADCY7	path:hsa04972	Pancreatic secretion	NP_001105	P51828
27450	1131	CHRM3	path:hsa04972	Pancreatic secretion	NP_000731	A0A024R3S2
27451	114	ADCY8	path:hsa04972	Pancreatic secretion	NP_001106	P40145
27452	115	ADCY9	path:hsa04972	Pancreatic secretion	NP_001107	O60503
27453	1179	CLCA1	path:hsa04972	Pancreatic secretion	NP_001276	A8K7I4
27454	1357	CPA1	path:hsa04972	Pancreatic secretion	NP_001859	P15085
27455	1358	CPA2	path:hsa04972	Pancreatic secretion	NP_001860	P48052
27456	1359	CPA3	path:hsa04972	Pancreatic secretion	NP_001861	P15088
27457	1360	CPB1	path:hsa04972	Pancreatic secretion	NP_001862	P15086
27458	1361	CPB2	path:hsa04972	Pancreatic secretion	NP_001265470	A0A087WSY5
27460	1506	CTRL	path:hsa04972	Pancreatic secretion	NP_001898	A0A024R6Z5
27461	1644	DDC	path:hsa00350	Tyrosine metabolism	NP_000781	Q53Y41
27462	196883	ADCY4	path:hsa04972	Pancreatic secretion	NP_001185497	Q8NFM4
27463	219931	TPCN2	path:hsa04972	Pancreatic secretion	NP_620714	Q59G56
27464	22802	CLCA4	path:hsa04972	Pancreatic secretion	NP_036260	Q14CN2
27465	23236	PLCB1	path:hsa04972	Pancreatic secretion	NP_056007	Q9NQ66
27466	23436	CELA3B	path:hsa04972	Pancreatic secretion	NP_031378	P08861
27467	23439	ATP1B4	path:hsa04972	Pancreatic secretion	NP_001135919	Q9UN42
27468	26279	PLA2G2D	path:hsa04972	Pancreatic secretion	NP_001258743	A0A087WZT4
27469	2776	GNAQ	path:hsa04972	Pancreatic secretion	NP_002063	A0A024R240
27470	2778	GNAS	path:hsa04972	Pancreatic secretion	NP_000507	P63092
27471	218	ALDH3A1	path:hsa00350	Tyrosine metabolism	NP_000682	Q6PKA6
27472	280	AMY2B	path:hsa04972	Pancreatic secretion	NP_066188	P19961
27473	30814	PLA2G2E	path:hsa04972	Pancreatic secretion	NP_055404	Q9NZK7
27474	3708	ITPR1	path:hsa04972	Pancreatic secretion	NP_001093422	B4DER3
27475	3709	ITPR2	path:hsa04972	Pancreatic secretion	NP_002214	Q14571
27476	3710	ITPR3	path:hsa04972	Pancreatic secretion	NP_002215	A6H8K3
27477	3778	KCNMA1	path:hsa04972	Pancreatic secretion	NP_001014797	Q12791
27478	3784	KCNQ1	path:hsa04972	Pancreatic secretion	NP_000209	P51787
27479	387	RHOA	path:hsa04972	Pancreatic secretion	NP_001655	A0A024R324
27480	391013	PLA2G2C	path:hsa04972	Pancreatic secretion	NP_001099042	J3KMZ3
27481	4218	RAB8A	path:hsa04972	Pancreatic secretion	NP_005361	A0A024R7I3
27482	476	ATP1A1	path:hsa04972	Pancreatic secretion	NP_000692	P05023
27483	477	ATP1A2	path:hsa04972	Pancreatic secretion	NP_000693	P50993
27484	478	ATP1A3	path:hsa04972	Pancreatic secretion	NP_001243142	P13637
27485	480	ATP1A4	path:hsa04972	Pancreatic secretion	NP_001001734	Q13733
27486	481	ATP1B1	path:hsa04972	Pancreatic secretion	NP_001668	A3KLL5
27487	482	ATP1B2	path:hsa04972	Pancreatic secretion	NP_001290192	P14415
27488	483	ATP1B3	path:hsa04972	Pancreatic secretion	NP_001670	P54709
27489	486	FXYD2	path:hsa04972	Pancreatic secretion	NP_001671	P54710
27490	487	ATP2A1	path:hsa04972	Pancreatic secretion	NP_001273004	O14983
27491	220	ALDH1A3	path:hsa00350	Tyrosine metabolism	NP_000684	P47895
27492	489	ATP2A3	path:hsa04972	Pancreatic secretion	NP_005164	A8K9K1
27493	490	ATP2B1	path:hsa04972	Pancreatic secretion	NP_001001323	P20020
27494	491	ATP2B2	path:hsa04972	Pancreatic secretion	NP_001001331	A0A024R2K6
27495	492	ATP2B3	path:hsa04972	Pancreatic secretion	NP_001001344	Q16720
27496	493	ATP2B4	path:hsa04972	Pancreatic secretion	NP_001001396	P23634
27497	50487	PLA2G3	path:hsa04972	Pancreatic secretion	NP_056530	Q9NZ20
27498	51032	CELA2B	path:hsa04972	Pancreatic secretion	NP_056933	P08218
27499	5319	PLA2G1B	path:hsa04972	Pancreatic secretion	NP_000919	P04054
27500	5320	PLA2G2A	path:hsa04972	Pancreatic secretion	NP_000291	A0A024RA96
27501	221	ALDH3B1	path:hsa00350	Tyrosine metabolism	NP_000685	P43353
27502	5330	PLCB2	path:hsa04972	Pancreatic secretion	NP_001271226	Q00722
27503	5331	PLCB3	path:hsa04972	Pancreatic secretion	NP_000923	Q01970
27504	5332	PLCB4	path:hsa04972	Pancreatic secretion	NP_000924	Q15147
27505	5406	PNLIP	path:hsa04972	Pancreatic secretion	NP_000927	P16233
27506	5407	PNLIPRP1	path:hsa04972	Pancreatic secretion	NP_001290064	P54315
27507	5408	PNLIPRP2	path:hsa04972	Pancreatic secretion	NP_005387	P54317
27508	5578	PRKCA	path:hsa04972	Pancreatic secretion	NP_002728	P17252
27509	5579	PRKCB	path:hsa04972	Pancreatic secretion	NP_002729	P05771
27510	5582	PRKCG	path:hsa04972	Pancreatic secretion	NP_002730	P05129
27511	5644	PRSS1	path:hsa04972	Pancreatic secretion	NP_002760	P07477
27512	5645	PRSS2	path:hsa04972	Pancreatic secretion	NP_001290343	A6XMV9
27513	5646	PRSS3	path:hsa04972	Pancreatic secretion	NP_001184026	P35030
27514	5874	RAB27B	path:hsa04972	Pancreatic secretion	NP_004154	O00194
27515	5879	RAC1	path:hsa04972	Pancreatic secretion	NP_008839	A4D2P1
27516	5906	RAP1A	path:hsa04972	Pancreatic secretion	NP_001010935	A8KAH9
27517	5908	RAP1B	path:hsa04972	Pancreatic secretion	NP_001010942	A0A024RB87
27518	6262	RYR2	path:hsa04972	Pancreatic secretion	NP_001026	Q92736
27519	63036	CELA2A	path:hsa04972	Pancreatic secretion	NP_254275	P08217
27520	6344	SCTR	path:hsa04972	Pancreatic secretion	NP_002971	P47872
27521	64600	PLA2G2F	path:hsa04972	Pancreatic secretion	NP_073730	Q9BZM2
27522	6522	SLC4A2	path:hsa04972	Pancreatic secretion	NP_001186621	P04920
27523	6548	SLC9A1	path:hsa04972	Pancreatic secretion	NP_003038	B2RAH2
27524	6558	SLC12A2	path:hsa04972	Pancreatic secretion	NP_001037	P55011
27525	683	BST1	path:hsa04972	Pancreatic secretion	NP_004325	Q10588
27526	7220	TRPC1	path:hsa04972	Pancreatic secretion	NP_001238774	P48995
27527	760	CA2	path:hsa04972	Pancreatic secretion	NP_000058	P00918
27528	81579	PLA2G12A	path:hsa04972	Pancreatic secretion	NP_110448	Q542Y6
27529	8399	PLA2G10	path:hsa04972	Pancreatic secretion	NP_003552	O15496
27530	84647	PLA2G12B	path:hsa04972	Pancreatic secretion	NP_115951	Q9BX93
27531	8671	SLC4A4	path:hsa04972	Pancreatic secretion	NP_001091954	A0A024RD97
27532	8766	RAB11A	path:hsa04972	Pancreatic secretion	NP_001193765	P62491
27533	886	CCKAR	path:hsa04972	Pancreatic secretion	NP_000721	P32238
27534	952	CD38	path:hsa04972	Pancreatic secretion	NP_001766	P28907
27535	9545	RAB3D	path:hsa04972	Pancreatic secretion	NP_004274	A0A024R7G2
27536	9635	CLCA2	path:hsa04972	Pancreatic secretion	NP_006527	Q9UQC9
27557	10000	AKT3	path:hsa04973	Carbohydrate digestion and absorption	NP_001193658	Q9Y243
27558	207	AKT1	path:hsa04973	Carbohydrate digestion and absorption	NP_001014431	B0LPE5
27559	208	AKT2	path:hsa04973	Carbohydrate digestion and absorption	NP_001229956	B4DG79
27560	23439	ATP1B4	path:hsa04973	Carbohydrate digestion and absorption	NP_001135919	Q9UN42
27561	23533	PIK3R5	path:hsa04973	Carbohydrate digestion and absorption	NP_001136105	L7RT34
27562	2538	G6PC	path:hsa04973	Carbohydrate digestion and absorption	NP_000142	P35575
27563	2542	SLC37A4	path:hsa04973	Carbohydrate digestion and absorption	NP_001157749	A0A024R3H9
27564	276	AMY1A	path:hsa04973	Carbohydrate digestion and absorption	NP_001008222	P04745
27565	277	AMY1B	path:hsa04973	Carbohydrate digestion and absorption	NP_001008219	P04745
27566	278	AMY1C	path:hsa04973	Carbohydrate digestion and absorption	NP_001008220	P04745
27567	279	AMY2A	path:hsa04973	Carbohydrate digestion and absorption	NP_000690	P04746
27568	280	AMY2B	path:hsa04973	Carbohydrate digestion and absorption	NP_066188	P19961
27569	3098	HK1	path:hsa04973	Carbohydrate digestion and absorption	NP_000179	A8K7J7
27570	3099	HK2	path:hsa04973	Carbohydrate digestion and absorption	NP_000180	P52789
27571	3101	HK3	path:hsa04973	Carbohydrate digestion and absorption	NP_002106	A0A024R7R1
27572	346562	GNAT3	path:hsa04973	Carbohydrate digestion and absorption	NP_001095856	A8MTJ3
27573	3938	LCT	path:hsa04973	Carbohydrate digestion and absorption	NP_002290	P09848
27574	476	ATP1A1	path:hsa04973	Carbohydrate digestion and absorption	NP_000692	P05023
27575	477	ATP1A2	path:hsa04973	Carbohydrate digestion and absorption	NP_000693	P50993
27576	478	ATP1A3	path:hsa04973	Carbohydrate digestion and absorption	NP_001243142	P13637
27577	480	ATP1A4	path:hsa04973	Carbohydrate digestion and absorption	NP_001001734	Q13733
27578	481	ATP1B1	path:hsa04973	Carbohydrate digestion and absorption	NP_001668	A3KLL5
27579	482	ATP1B2	path:hsa04973	Carbohydrate digestion and absorption	NP_001290192	P14415
27580	483	ATP1B3	path:hsa04973	Carbohydrate digestion and absorption	NP_001670	P54709
27581	486	FXYD2	path:hsa04973	Carbohydrate digestion and absorption	NP_001671	P54710
27582	5290	PIK3CA	path:hsa04973	Carbohydrate digestion and absorption	NP_006209	P42336
27583	5291	PIK3CB	path:hsa04973	Carbohydrate digestion and absorption	NP_001242974	B4DER4
27584	5293	PIK3CD	path:hsa04973	Carbohydrate digestion and absorption	NP_005017	A7E2E0
27585	5294	PIK3CG	path:hsa04973	Carbohydrate digestion and absorption	NP_001269355	A0A024R720
27586	5295	PIK3R1	path:hsa04973	Carbohydrate digestion and absorption	NP_001229395	P27986
27587	5296	PIK3R2	path:hsa04973	Carbohydrate digestion and absorption	NP_005018	O00459
27588	5330	PLCB2	path:hsa04973	Carbohydrate digestion and absorption	NP_001271226	Q00722
27589	5579	PRKCB	path:hsa04973	Carbohydrate digestion and absorption	NP_002729	P05771
27590	57818	G6PC2	path:hsa04973	Carbohydrate digestion and absorption	NP_001075155	Q9NQR9
27591	6476	SI	path:hsa04973	Carbohydrate digestion and absorption	NP_001032	P14410
27592	6514	SLC2A2	path:hsa04973	Carbohydrate digestion and absorption	NP_000331	P11168
27593	6518	SLC2A5	path:hsa04973	Carbohydrate digestion and absorption	NP_001129057	P22732
27594	6523	SLC5A1	path:hsa04973	Carbohydrate digestion and absorption	NP_000334	P13866
27595	776	CACNA1D	path:hsa04973	Carbohydrate digestion and absorption	NP_000711	Q01668
27596	80201	HKDC1	path:hsa04973	Carbohydrate digestion and absorption	NP_079406	B3KT70
27597	80834	TAS1R2	path:hsa04973	Carbohydrate digestion and absorption	NP_689418	Q8TE23
27598	83756	TAS1R3	path:hsa04973	Carbohydrate digestion and absorption	NP_689414	Q7RTX0
27599	8503	PIK3R3	path:hsa04973	Carbohydrate digestion and absorption	NP_001107644	Q8N381
27600	8972	MGAM	path:hsa04973	Carbohydrate digestion and absorption	NP_004659	O43451
27601	4128	MAOA	path:hsa00350	Tyrosine metabolism	NP_000231	Q49A63
27602	4128	MAOA	path:hsa00350	Tyrosine metabolism	NP_000231	Q53YE7
27621	4282	MIF	path:hsa00350	Tyrosine metabolism	NP_002406	P14174
27631	10008	KCNE3	path:hsa04974	Protein digestion and absorption	NP_005463	Q6IAE6
27632	10136	CELA3A	path:hsa04974	Protein digestion and absorption	NP_005738	P09093
27633	11136	SLC7A9	path:hsa04974	Protein digestion and absorption	NP_001119807	P82251
27634	117247	SLC16A10	path:hsa04974	Protein digestion and absorption	NP_061063	Q8TF71
27635	1277	COL1A1	path:hsa04974	Protein digestion and absorption	NP_000079	P02452
27636	1278	COL1A2	path:hsa04974	Protein digestion and absorption	NP_000080	P08123
27637	1280	COL2A1	path:hsa04974	Protein digestion and absorption	NP_001835	P02458
27638	1281	COL3A1	path:hsa04974	Protein digestion and absorption	NP_000081	P02461
27639	1282	COL4A1	path:hsa04974	Protein digestion and absorption	NP_001290039	A5PKV2
27640	1284	COL4A2	path:hsa04974	Protein digestion and absorption	NP_001837	A0A024RDW8
27641	1285	COL4A3	path:hsa04974	Protein digestion and absorption	NP_000082	Q01955
27642	1286	COL4A4	path:hsa04974	Protein digestion and absorption	NP_000083	P53420
27643	1287	COL4A5	path:hsa04974	Protein digestion and absorption	NP_000486	A7MBN3
27644	1288	COL4A6	path:hsa04974	Protein digestion and absorption	NP_001274687	A8MXH5
27645	1289	COL5A1	path:hsa04974	Protein digestion and absorption	NP_000084	A0A024R8E5
27646	1290	COL5A2	path:hsa04974	Protein digestion and absorption	NP_000384	P05997
27647	1291	COL6A1	path:hsa04974	Protein digestion and absorption	NP_001839	P12109
27648	1292	COL6A2	path:hsa04974	Protein digestion and absorption	NP_001840	P12110
27649	1293	COL6A3	path:hsa04974	Protein digestion and absorption	NP_004360	D9ZGF2
27650	1294	COL7A1	path:hsa04974	Protein digestion and absorption	NP_000085	Q02388
27651	1297	COL9A1	path:hsa04974	Protein digestion and absorption	NP_001842	P20849
27652	1298	COL9A2	path:hsa04974	Protein digestion and absorption	NP_001843	Q14055
27653	1299	COL9A3	path:hsa04974	Protein digestion and absorption	NP_001844	Q14050
27654	1300	COL10A1	path:hsa04974	Protein digestion and absorption	NP_000484	Q03692
27655	1301	COL11A1	path:hsa04974	Protein digestion and absorption	NP_001177638	P12107
27656	1302	COL11A2	path:hsa04974	Protein digestion and absorption	NP_001157243	P13942
27657	1303	COL12A1	path:hsa04974	Protein digestion and absorption	NP_004361	Q99715
27658	1305	COL13A1	path:hsa04974	Protein digestion and absorption	NP_001123575	Q5TAT6
27659	1306	COL15A1	path:hsa04974	Protein digestion and absorption	NP_001846	B3KTP7
27660	1308	COL17A1	path:hsa04974	Protein digestion and absorption	NP_000485	Q9UMD9
27661	131873	COL6A6	path:hsa04974	Protein digestion and absorption	NP_001096078	A6NMZ7
27662	1357	CPA1	path:hsa04974	Protein digestion and absorption	NP_001859	P15085
27663	1358	CPA2	path:hsa04974	Protein digestion and absorption	NP_001860	P48052
27664	1359	CPA3	path:hsa04974	Protein digestion and absorption	NP_001861	P15088
27665	1360	CPB1	path:hsa04974	Protein digestion and absorption	NP_001862	P15086
27666	1361	CPB2	path:hsa04974	Protein digestion and absorption	NP_001265470	A0A087WSY5
27667	7173	TPO	path:hsa00350	Tyrosine metabolism	NP_000538	Q502Y3
27668	1506	CTRL	path:hsa04974	Protein digestion and absorption	NP_001898	A0A024R6Z5
27669	169044	COL22A1	path:hsa04974	Protein digestion and absorption	NP_690848	Q8NFW1
27670	1803	DPP4	path:hsa04974	Protein digestion and absorption	NP_001926	P27487
27671	2006	ELN	path:hsa04974	Protein digestion and absorption	NP_000492	P15502
27672	206358	SLC36A1	path:hsa04974	Protein digestion and absorption	NP_001295079	Q7Z2H8
27673	23428	SLC7A8	path:hsa04974	Protein digestion and absorption	NP_001253965	Q9UHI5
27674	23436	CELA3B	path:hsa04974	Protein digestion and absorption	NP_031378	P08861
27675	23439	ATP1B4	path:hsa04974	Protein digestion and absorption	NP_001135919	Q9UN42
27676	255631	COL24A1	path:hsa04974	Protein digestion and absorption	NP_690850	Q17RW2
27677	256076	COL6A5	path:hsa04974	Protein digestion and absorption	NP_001265227	A8TX70
27678	340024	SLC6A19	path:hsa04974	Protein digestion and absorption	NP_001003841	Q695T7
27679	3769	KCNJ13	path:hsa04974	Protein digestion and absorption	NP_001165887	O60928
27680	3783	KCNN4	path:hsa04974	Protein digestion and absorption	NP_002241	O15554
27681	3784	KCNQ1	path:hsa04974	Protein digestion and absorption	NP_000209	P51787
27682	4224	MEP1A	path:hsa04974	Protein digestion and absorption	NP_005579	Q16819
27683	4225	MEP1B	path:hsa04974	Protein digestion and absorption	NP_001295100	J3QKX5
27684	4311	MME	path:hsa04974	Protein digestion and absorption	NP_000893	P08473
27685	476	ATP1A1	path:hsa04974	Protein digestion and absorption	NP_000692	P05023
27686	477	ATP1A2	path:hsa04974	Protein digestion and absorption	NP_000693	P50993
27687	478	ATP1A3	path:hsa04974	Protein digestion and absorption	NP_001243142	P13637
