Approved_Symbol	Entrez_ID	BIG-C_Category	Affymetrix_HGU133A	BrainArray_HGU133A	Affymetrix_HGU133A2	BrainArray_HGU133A2	Affymetrix_HGU133-Plus2	BrainArray_HGU133-Plus2	Affymetrix_HuGene1-1	BrainArray_HuGene1-1	Illumina_HWG-6v2	Illumina_HWG-6v3	Illumina_HT-12v3	Illumina_HT-12v4
RNF103	7844	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
RNF11	26994	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
RNF111	54778	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
RNF113A	7737	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
RNF114	55905	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
RNF115	27246	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
RNF122	79845	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
RNF123	63891	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
RNF125	54941	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
RNF126	55658	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
RNF126P1	376412	Pseudogenes	1	1	1	1	1	1	1	1	1	1	1	1
RNF128	79589	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
RNF13	11342	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
RNF130	55819	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
RNF138	51444	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
RNF139	11236	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
RNF14	9604	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
RNF141	50862	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
RNF144A	9781	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
RNF146	81847	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
RNF167	26001	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
RNF170	81790	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
RNF186	54546	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
RNF19A	25897	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
RNF19B	127544	Immune-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
RNF2	6045	Chromatin-Remodeling	1	1	1	1	1	1	1	1	1	1	1	1
RNF216	54476	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
RNF219	79596	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
RNF220	55182	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
RNF24	11237	Golgi	1	1	1	1	1	1	1	1	1	1	1	1
RNF25	64320	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
RNF34	80196	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
RNF38	152006	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
RNF39	80352	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
RNF4	6047	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
RNF40	9810	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
RNF41	10193	Pattern-Recognition-Receptors	1	1	1	1	1	1	1	1	1	1	1	1
RNF43	54894	WNT-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
RNF44	22838	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
RNF6	6049	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
RNF7	9616	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
RNF8	9025	DNA-Repair	1	1	1	1	1	1	1	1	1	1	1	1
RNFT1	51136	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
RNFT2	84900	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
RNGTT	8732	General-Transcription	1	1	1	1	1	1	1	1	1	1	1	1
RNH1	6050	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
RNLS	55328	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
RNMT	8731	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
RNPEP	6051	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
RNPEPL1	57140	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
RNPS1	10921	mRNA-Splicing	1	1	1	1	1	1	1	1	1	1	1	1
ROBO1	6091	Transcription-Factors	1	1	1	1	1	1	1	1	1	1	1	1
ROBO4	54538	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
ROCK1	6093	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
ROCK2	9475	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
ROGDI	79641	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
ROM1	6094	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
ROR1	4919	WNT-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
ROR2	4920	WNT-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
RORA	6095	Nuclear-Hormone-Receptors	1	1	1	1	1	1	1	1	1	1	1	1
RORB	6096	Nuclear-Hormone-Receptors	1	1	1	1	1	1	1	1	1	1	1	1
RORC	6097	Immune-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
RP2	6102	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
RPA1	6117	DNA-Repair	1	1	1	1	1	1	1	1	1	1	1	1
RPA2	6118	Pro-Proliferation	1	1	1	1	1	1	1	1	1	1	1	1
RPA3	6119	DNA-Repair	1	1	1	1	1	1	1	1	1	1	1	1
RPAP1	26015	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
RPAP2	79871	General-Transcription	1	1	1	1	1	1	1	1	1	1	1	1
RPAP3	79657	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
RPF1	80135	Nucleus-and-Nucleolus	1	1	1	1	1	1	1	1	1	1	1	1
RPH3A	22895	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
RPH3AL	9501	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
RPIA	22934	Glycolysis-Gluconeogenesis-and-Pentose-Phosphate-Pathways	1	1	1	1	1	1	1	1	1	1	1	1
RPL10L	140801	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
RPL11	6135	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
RPL14	9045	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
RPL15	6138	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
RPL22	6146	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
RPL23AP32	56969	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
RPL30	6156	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
RPL31	6160	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
RPL35A	6165	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
RPL36	25873	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
RPL37A	6168	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
RPL38	6169	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
RPL39L	116832	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
RPL3L	6123	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
RPL8	6132	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
RPN1	6184	Unfolded-Protein-and-Stress	1	1	1	1	1	1	1	1	1	1	1	1
RPN2	6185	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
RPP14	11102	Nucleus-and-Nucleolus	1	1	1	1	1	1	1	1	1	1	1	1
RPP25	54913	Nucleus-and-Nucleolus	1	1	1	1	1	1	1	1	1	1	1	1
RPP30	10556	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
RPP38	10557	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
RPP40	10799	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
RPRD1A	55197	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
RPRD2	23248	General-Transcription	1	1	1	1	1	1	1	1	1	1	1	1
RPS14	6208	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
RPS16	6217	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
RPS17	6218	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
RPS19	6223	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
RPS21	6227	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
RPS23	6228	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
RPS24	6229	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
RPS27L	51065	Nucleus-and-Nucleolus	1	1	1	1	1	1	1	1	1	1	1	1
RPS3	6188	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
RPS4Y1	6192	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
RPS6	6194	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
RPS6KA1	6195	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
RPS6KA2	6196	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
RPS6KA3	6197	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
RPS6KA4	8986	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
RPS6KA5	9252	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
RPS6KA6	27330	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
RPS6KB1	6198	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
RPS6KC1	26750	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
RPUSD2	27079	Pseudogenes	1	1	1	1	1	1	1	1	1	1	1	1
RRAD	6236	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
RRAGA	10670	Lysosome	1	1	1	1	1	1	1	1	1	1	1	1
RRAGB	10325	Lysosome	1	1	1	1	1	1	1	1	1	1	1	1
RRAGC	64121	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
RRAGD	58528	Lysosome	1	1	1	1	1	1	1	1	1	1	1	1
RRAS	6237	Integrin-Pathway	1	1	1	1	1	1	1	1	1	1	1	1
RRAS2	22800	Integrin-Pathway	1	1	1	1	1	1	1	1	1	1	1	1
RRBP1	6238	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
RREB1	6239	Transcription-Factors	1	1	1	1	1	1	1	1	1	1	1	1
RRM1	6240	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
RRM2	6241	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
RRN3	54700	General-Transcription	1	1	1	1	1	1	1	1	1	1	1	1
RRNAD1	51093	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
RRP1	8568	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
RRP12	23223	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
RRP15	51018	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
RRP1B	23076	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
RRP7A	27341	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
RRP8	23378	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
RRP9	9136	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
RRS1	23212	Nucleus-and-Nucleolus	1	1	1	1	1	1	1	1	1	1	1	1
RSAD1	55316	Mitochondria-General	1	1	1	1	1	1	1	1	1	1	1	1
RSAD2	91543	Interferon-Stimulated-Genes	1	1	1	1	1	1	1	1	1	1	1	1
RSBN1	54665	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
RSF1	51773	Chromatin-Remodeling	1	1	1	1	1	1	1	1	1	1	1	1
RSG1	79363	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
RSL1D1	26156	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
RSL24D1	51187	Nucleus-and-Nucleolus	1	1	1	1	1	1	1	1	1	1	1	1
RSPH6A	81492	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
RSRC1	51319	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
RSRC2	65117	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
RSU1	6251	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
RTCA	8634	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
RTCB	51493	Nucleus-and-Nucleolus	1	1	1	1	1	1	1	1	1	1	1	1
RTF1	23168	General-Transcription	1	1	1	1	1	1	1	1	1	1	1	1
RTFDC1	51507	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
RTN1	6252	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
RTN2	6253	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
RTN3	10313	Unfolded-Protein-and-Stress	1	1	1	1	1	1	1	1	1	1	1	1
RTN4	57142	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
RTP4	64108	Interferon-Stimulated-Genes	1	1	1	1	1	1	1	1	1	1	1	1
RUBCN	9711	Autophagy	1	1	1	1	1	1	1	1	1	1	1	1
RUBCNL	80183	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
RUFY1	80230	Endocytosis	1	1	1	1	1	1	1	1	1	1	1	1
RUFY3	22902	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
RUNDC3A	10900	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
RUNDC3B	154661	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
RUNX1T1	862	Transcription-Factors	1	1	1	1	1	1	1	1	1	1	1	1
RUNX3	864	Immune-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
RUSC1	23623	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
RUSC2	9853	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
RUVBL1	8607	Chromatin-Remodeling	1	1	1	1	1	1	1	1	1	1	1	1
RUVBL2	10856	Chromatin-Remodeling	1	1	1	1	1	1	1	1	1	1	1	1
RWDD1	51389	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
RWDD2A	112611	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
RWDD2B	10069	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
RXRA	6256	Nuclear-Hormone-Receptors	1	1	1	1	1	1	1	1	1	1	1	1
RXRB	6257	Nuclear-Hormone-Receptors	1	1	1	1	1	1	1	1	1	1	1	1
RXRG	6258	Nuclear-Hormone-Receptors	1	1	1	1	1	1	1	1	1	1	1	1
RYBP	23429	Transcription-Factors	1	1	1	1	1	1	1	1	1	1	1	1
RYK	6259	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
RYR1	6261	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
RYR3	6263	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
S100A1	6271	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
S100A10	6281	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
S100A11	6282	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
S100A12	6283	Secreted-Immune	1	1	1	1	1	1	1	1	1	1	1	1
S100A13	6284	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
S100A14	57402	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
S100A2	6273	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
S100A3	6274	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
S100A4	6275	Immune-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
S100A5	6276	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
S100A6	6277	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
S100A8	6279	Secreted-Immune	1	1	1	1	1	1	1	1	1	1	1	1
S100A9	6280	Secreted-Immune	1	1	1	1	1	1	1	1	1	1	1	1
S100B	6285	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
S100G	795	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
S100P	6286	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
S100PBP	64766	Nucleus-and-Nucleolus	1	1	1	1	1	1	1	1	1	1	1	1
S1PR1	1901	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
S1PR2	9294	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
S1PR4	8698	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
S1PR5	53637	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
SAC3D1	29901	Anti-Proliferation	1	1	1	1	1	1	1	1	1	1	1	1
SACM1L	22908	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
SACS	26278	Unfolded-Protein-and-Stress	1	1	1	1	1	1	1	1	1	1	1	1
SAE1	10055	Ubiquitylation-and-Sumoylation	1	1	1	1	1	1	1	1	1	1	1	1
SAFB	6294	Transcription-Factors	1	1	1	1	1	1	1	1	1	1	1	1
SAFB2	9667	Nucleus-and-Nucleolus	1	1	1	1	1	1	1	1	1	1	1	1
SALL1	6299	Transcription-Factors	1	1	1	1	1	1	1	1	1	1	1	1
SALL2	6297	Transcription-Factors	1	1	1	1	1	1	1	1	1	1	1	1
SAMD14	201191	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
SAMD4A	23034	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
SAMD4B	55095	Transcription-Factors	1	1	1	1	1	1	1	1	1	1	1	1
SAMD9	54809	Interferon-Stimulated-Genes	1	1	1	1	1	1	1	1	1	1	1	1
SAMHD1	25939	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
SAMM50	25813	Mitochondria-General	1	1	1	1	1	1	1	1	1	1	1	1
SAMSN1	64092	Immune-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
SAP130	79595	Chromatin-Remodeling	1	1	1	1	1	1	1	1	1	1	1	1
SAP18	10284	Chromatin-Remodeling	1	1	1	1	1	1	1	1	1	1	1	1
SAP30	8819	Chromatin-Remodeling	1	1	1	1	1	1	1	1	1	1	1	1
SAP30BP	29115	Transcription-Factors	1	1	1	1	1	1	1	1	1	1	1	1
SAP30L	79685	Chromatin-Remodeling	1	1	1	1	1	1	1	1	1	1	1	1
SAR1A	56681	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
SAR1B	51128	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
SARAF	51669	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
SARDH	1757	Mitochondria-General	1	1	1	1	1	1	1	1	1	1	1	1
SARM1	23098	Pattern-Recognition-Receptors	1	1	1	1	1	1	1	1	1	1	1	1
SARS	6301	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
SARS2	54938	Mitochondria-DNA-to-RNA	1	1	1	1	1	1	1	1	1	1	1	1
SART1	9092	mRNA-Splicing	1	1	1	1	1	1	1	1	1	1	1	1
SART3	9733	mRNA-Splicing	1	1	1	1	1	1	1	1	1	1	1	1
SASH1	23328	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
SASH3	54440	Immune-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
SAT1	6303	Cytoplasm-and-Biochemistry	1	1	1	1	1	1	1	1	1	1	1	1
SATB1	6304	Chromatin-Remodeling	1	1	1	1	1	1	1	1	1	1	1	1
SATB2	23314	Chromatin-Remodeling	1	1	1	1	1	1	1	1	1	1	1	1
SAV1	60485	Intracellular-Signaling	1	1	1	1	1	1	1	1	1	1	1	1
SAYSD1	55776	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
SBF1	6305	RAS-Superfamily	1	1	1	1	1	1	1	1	1	1	1	1
SBNO1	55206	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
SBNO2	22904	Transcription-Factors	1	1	1	1	1	1	1	1	1	1	1	1
SC5D	6309	Lysosome	1	1	1	1	1	1	1	1	1	1	1	1
SCAF11	9169	mRNA-Splicing	1	1	1	1	1	1	1	1	1	1	1	1
SCAF4	57466	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
SCAF8	22828	mRNA-Translation	1	1	1	1	1	1	1	1	1	1	1	1
SCAI	286205	Transcription-Factors	1	1	1	1	1	1	1	1	1	1	1	1
SCAMP1	9522	Golgi	1	1	1	1	1	1	1	1	1	1	1	1
SCAMP2	10066	Golgi	1	1	1	1	1	1	1	1	1	1	1	1
SCAMP3	10067	Golgi	1	1	1	1	1	1	1	1	1	1	1	1
SCAMP5	192683	Golgi	1	1	1	1	1	1	1	1	1	1	1	1
SCAND1	51282	Transcription-Factors	1	1	1	1	1	1	1	1	1	1	1	1
SCAP	22937	Unfolded-Protein-and-Stress	1	1	1	1	1	1	1	1	1	1	1	1
SCAPER	49855	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
SCARA3	51435	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
SCARB1	949	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
SCARB2	950	Lysosome	1	1	1	1	1	1	1	1	1	1	1	1
SCARF1	8578	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
SCCPDH	51097	Mitochondria-General	1	1	1	1	1	1	1	1	1	1	1	1
SCD	6319	Fatty-Acid-Biosynthesis	1	1	1	1	1	1	1	1	1	1	1	1
SCEL	8796	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
SCFD1	23256	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
SCG5	6447	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
SCGB1D2	10647	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
SCGB2A1	4246	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
SCGB2A2	4250	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
SCIN	85477	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
SCMH1	22955	Chromatin-Remodeling	1	1	1	1	1	1	1	1	1	1	1	1
SCML1	6322	Chromatin-Remodeling	1	1	1	1	1	1	1	1	1	1	1	1
SCML2	10389	Chromatin-Remodeling	1	1	1	1	1	1	1	1	1	1	1	1
SCN10A	6336	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SCN1B	6324	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SCN2A	6326	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SCN3A	6328	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SCN8A	6334	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SCN9A	6335	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SCNN1A	6337	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
SCNN1B	6338	Transporters	1	1	1	1	1	1	1	1	1	1	1	1
SCO2	9997	Mitochondria-Oxidative-Phosphorylation	1	1	1	1	1	1	1	1	1	1	1	1
SCP2	6342	Peroxisomes	1	1	1	1	1	1	1	1	1	1	1	1
SCPEP1	59342	Lysosome	1	1	1	1	1	1	1	1	1	1	1	1
SCRG1	11341	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
SCRIB	23513	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
SCRN1	9805	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
SCT	6343	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
SCUBE2	57758	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
SCYL2	55681	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
SCYL3	57147	Golgi	1	1	1	1	1	1	1	1	1	1	1	1
SDAD1	55153	Nucleus-and-Nucleolus	1	1	1	1	1	1	1	1	1	1	1	1
SDC1	6382	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
SDC2	6383	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
SDC3	9672	General-Cell-Surface	1	1	1	1	1	1	1	1	1	1	1	1
SDCBP	6386	Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
SDCCAG3	10807	Endosome-and-Vesicles	1	1	1	1	1	1	1	1	1	1	1	1
SDF2	6388	Secreted-and-ECM	1	1	1	1	1	1	1	1	1	1	1	1
SDF2L1	23753	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
SDF4	51150	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
SDHAF3	57001	Mitochondria-TCA-Cycle	1	1	1	1	1	1	1	1	1	1	1	1
SDHB	6390	Mitochondria-TCA-Cycle	1	1	1	1	1	1	1	1	1	1	1	1
SDHD	6392	Mitochondria-TCA-Cycle	1	1	1	1	1	1	1	1	1	1	1	1
SDPR	8436	Unfolded-Protein-and-Stress	1	1	1	1	1	1	1	1	1	1	1	1
SDR39U1	56948	Unknown	1	1	1	1	1	1	1	1	1	1	1	1
SDS	10993	Lysosome	1	1	1	1	1	1	1	1	1	1	1	1
SEC11A	23478	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
SEC14L1	6397	Golgi	1	1	1	1	1	1	1	1	1	1	1	1
SEC14L4	284904	Golgi	1	1	1	1	1	1	1	1	1	1	1	1
SEC14L5	9717	Golgi	1	1	1	1	1	1	1	1	1	1	1	1
SEC23A	10484	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
SEC23B	10483	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
SEC23IP	11196	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
SEC24B	10427	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
SEC24C	9632	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
SEC24D	9871	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
SEC61A1	29927	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
SEC61A2	55176	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
SEC61B	10952	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
SEC61G	23480	Endoplasmic-Reticulum	1	1	1	1	1	1	1	1	1	1	1	1
